transaction_ref,amount,merchant_category,transaction_type,location,hour,day_of_week,is_weekend,transaction_date,is_fraud
TXN0002302,9866.57,online,debit,Islamabad,19,2,1,2024-02-17 23:00:00,0
TXN0002303,1935.09,grocery,withdrawal,Quetta,8,1,0,2024-02-17 23:30:00,0
TXN0002304,329.33,grocery,withdrawal,Lahore,15,0,0,2024-02-18 00:00:00,0
TXN0002305,1796.52,online,withdrawal,Peshawar,14,1,0,2024-02-18 00:30:00,0
TXN0002306,1574.24,grocery,debit,Karachi,9,3,0,2024-02-18 01:00:00,0
TXN0002307,3296.87,travel,debit,Peshawar,14,6,1,2024-02-18 01:30:00,0
TXN0002308,4336.46,online,withdrawal,Peshawar,10,3,0,2024-02-18 02:00:00,0
TXN0002309,5682.98,atm,transfer,Lahore,20,2,1,2024-02-18 02:30:00,0
TXN0002310,5181.63,travel,withdrawal,Lahore,16,1,1,2024-02-18 03:00:00,0
TXN0002311,2525.08,online,credit,Quetta,15,0,0,2024-02-18 03:30:00,0
TXN0002312,236.84,online,credit,Peshawar,12,5,0,2024-02-18 04:00:00,0
TXN0002313,7433.01,grocery,debit,Peshawar,14,3,1,2024-02-18 04:30:00,0
TXN0002314,431719.28,atm,transfer,Islamabad,3,0,1,2024-02-18 05:00:00,1
TXN0002315,2838.24,grocery,transfer,Islamabad,8,4,0,2024-02-18 05:30:00,0
TXN0002316,16135.7,grocery,debit,Multan,8,2,0,2024-02-18 06:00:00,0
TXN0002317,10986.81,travel,debit,Multan,18,0,0,2024-02-18 06:30:00,0
TXN0002318,15602.23,restaurant,credit,Karachi,9,2,1,2024-02-18 07:00:00,0
TXN0002319,5465.3,grocery,transfer,Karachi,15,4,0,2024-02-18 07:30:00,0
TXN0002320,1122.66,grocery,debit,Islamabad,8,0,0,2024-02-18 08:00:00,0
TXN0002321,9531.65,grocery,debit,Multan,18,6,0,2024-02-18 08:30:00,0
TXN0002322,1846.12,electronics,debit,Karachi,19,0,0,2024-02-18 09:00:00,0
TXN0002323,4656.13,online,debit,Peshawar,12,5,1,2024-02-18 09:30:00,0
TXN0002324,537.68,grocery,withdrawal,Multan,16,4,1,2024-02-18 10:00:00,0
TXN0002325,13957.87,atm,transfer,Lahore,19,6,0,2024-02-18 10:30:00,0
TXN0002326,1076.86,atm,transfer,Multan,16,6,1,2024-02-18 11:00:00,0
TXN0002327,18672.4,online,transfer,Peshawar,9,1,0,2024-02-18 11:30:00,0
TXN0002328,15974.38,travel,debit,Islamabad,14,0,1,2024-02-18 12:00:00,0
TXN0002329,4997.67,electronics,transfer,Quetta,18,5,1,2024-02-18 12:30:00,0
TXN0002330,10912.14,electronics,withdrawal,Quetta,8,0,0,2024-02-18 13:00:00,0
TXN0002331,7729.0,online,transfer,Islamabad,10,5,0,2024-02-18 13:30:00,0
TXN0002332,12999.48,grocery,credit,Peshawar,13,6,0,2024-02-18 14:00:00,0
TXN0002333,4522.33,online,transfer,Karachi,16,3,0,2024-02-18 14:30:00,0
TXN0002334,12327.08,electronics,withdrawal,Multan,17,6,1,2024-02-18 15:00:00,0
TXN0002335,4965.97,grocery,debit,Multan,9,1,0,2024-02-18 15:30:00,0
TXN0002336,22637.11,electronics,debit,Karachi,14,0,0,2024-02-18 16:00:00,0
TXN0002337,5330.05,grocery,withdrawal,Quetta,11,4,0,2024-02-18 16:30:00,0
TXN0002338,4968.39,restaurant,withdrawal,Islamabad,9,2,0,2024-02-18 17:00:00,0
TXN0002339,12299.61,grocery,credit,Islamabad,10,4,0,2024-02-18 17:30:00,0
TXN0002340,13788.82,restaurant,debit,Lahore,13,1,0,2024-02-18 18:00:00,0
TXN0002341,6468.27,online,debit,Quetta,17,3,1,2024-02-18 18:30:00,0
TXN0002342,1585.64,restaurant,credit,Islamabad,16,3,0,2024-02-18 19:00:00,0
TXN0002343,5045.26,travel,withdrawal,Lahore,15,3,1,2024-02-18 19:30:00,0
TXN0002344,27554.3,restaurant,debit,Karachi,17,5,0,2024-02-18 20:00:00,0
TXN0002345,11186.49,grocery,credit,Quetta,21,4,1,2024-02-18 20:30:00,0
TXN0002346,13334.95,online,withdrawal,Quetta,18,2,1,2024-02-18 21:00:00,0
TXN0002347,267.01,grocery,debit,Islamabad,16,6,1,2024-02-18 21:30:00,0
TXN0002348,5046.78,travel,transfer,Islamabad,11,6,0,2024-02-18 22:00:00,0
TXN0002349,8321.72,online,debit,Peshawar,19,2,1,2024-02-18 22:30:00,0
TXN0002350,14177.19,online,transfer,Karachi,11,6,0,2024-02-18 23:00:00,0
TXN0002351,404.23,electronics,withdrawal,Karachi,16,5,1,2024-02-18 23:30:00,0
TXN0002352,15308.1,grocery,debit,Multan,15,0,0,2024-02-19 00:00:00,0
TXN0002353,6359.68,online,transfer,Lahore,19,5,0,2024-02-19 00:30:00,0
TXN0002354,1758.33,travel,withdrawal,Lahore,9,2,1,2024-02-19 01:00:00,0
TXN0002355,3053.07,grocery,withdrawal,Peshawar,15,2,0,2024-02-19 01:30:00,0
TXN0002356,2649.5,restaurant,credit,Multan,8,0,1,2024-02-19 02:00:00,0
TXN0002357,6054.82,healthcare,credit,Karachi,16,4,1,2024-02-19 02:30:00,0
TXN0002358,424.55,restaurant,debit,Lahore,16,4,0,2024-02-19 03:00:00,0
TXN0002359,1380.9,atm,debit,Karachi,20,1,1,2024-02-19 03:30:00,0
TXN0002360,13400.05,grocery,credit,Karachi,15,4,0,2024-02-19 04:00:00,0
TXN0002361,1138.08,healthcare,debit,Multan,18,3,1,2024-02-19 04:30:00,0
TXN0002362,2126.28,travel,transfer,Lahore,12,3,0,2024-02-19 05:00:00,0
TXN0002363,4831.87,grocery,credit,Islamabad,12,1,0,2024-02-19 05:30:00,0
TXN0002364,5823.91,atm,transfer,Islamabad,20,2,0,2024-02-19 06:00:00,0
TXN0002365,11538.19,grocery,transfer,Multan,10,1,1,2024-02-19 06:30:00,0
TXN0002366,4743.99,online,debit,Lahore,12,0,0,2024-02-19 07:00:00,0
TXN0002367,12480.03,grocery,credit,Peshawar,11,1,0,2024-02-19 07:30:00,0
TXN0002368,7705.93,travel,transfer,Quetta,8,1,0,2024-02-19 08:00:00,0
TXN0002369,960.18,online,debit,Multan,16,5,0,2024-02-19 08:30:00,0
TXN0002370,1359.96,travel,debit,Karachi,17,3,0,2024-02-19 09:00:00,0
TXN0002371,4596.28,grocery,transfer,Multan,21,0,0,2024-02-19 09:30:00,0
TXN0002372,4045.24,travel,debit,Quetta,11,5,0,2024-02-19 10:00:00,0
TXN0002373,10886.39,travel,transfer,Multan,10,0,0,2024-02-19 10:30:00,0
TXN0002374,6954.06,electronics,withdrawal,Lahore,13,1,0,2024-02-19 11:00:00,0
TXN0002375,3929.92,restaurant,credit,Karachi,8,5,1,2024-02-19 11:30:00,0
TXN0002376,1497.97,travel,transfer,Quetta,12,5,0,2024-02-19 12:00:00,0
TXN0002377,2058.12,restaurant,debit,Islamabad,14,0,0,2024-02-19 12:30:00,0
TXN0002378,6854.77,grocery,transfer,Peshawar,9,0,0,2024-02-19 13:00:00,0
TXN0002379,4405.39,electronics,transfer,Multan,17,4,1,2024-02-19 13:30:00,0
TXN0002380,5787.66,grocery,debit,Multan,16,6,0,2024-02-19 14:00:00,0
TXN0002381,1497.17,travel,credit,Quetta,19,0,0,2024-02-19 14:30:00,0
TXN0002382,8699.15,grocery,credit,Peshawar,13,5,1,2024-02-19 15:00:00,0
TXN0002383,15313.52,travel,debit,Multan,9,2,1,2024-02-19 15:30:00,0
TXN0002384,2386.6,electronics,withdrawal,Islamabad,15,0,1,2024-02-19 16:00:00,0
TXN0002385,5410.54,grocery,credit,Quetta,15,3,0,2024-02-19 16:30:00,0
TXN0002386,29681.59,online,credit,Lahore,8,4,0,2024-02-19 17:00:00,0
TXN0002387,3242.62,healthcare,debit,Karachi,19,3,0,2024-02-19 17:30:00,0
TXN0002388,7231.86,grocery,credit,Islamabad,8,6,0,2024-02-19 18:00:00,0
TXN0002389,756.21,atm,transfer,Peshawar,8,3,1,2024-02-19 18:30:00,0
TXN0002390,7451.54,atm,credit,Peshawar,19,2,1,2024-02-19 19:00:00,0
TXN0002391,751.25,travel,transfer,Islamabad,11,4,0,2024-02-19 19:30:00,0
TXN0002392,25599.54,restaurant,transfer,Lahore,11,6,1,2024-02-19 20:00:00,0
TXN0002393,10060.75,healthcare,debit,Multan,15,1,0,2024-02-19 20:30:00,0
TXN0002394,12415.38,electronics,credit,Lahore,8,5,0,2024-02-19 21:00:00,0
TXN0002395,9741.99,online,debit,Multan,17,5,0,2024-02-19 21:30:00,0
TXN0002396,7127.5,online,debit,Multan,10,0,0,2024-02-19 22:00:00,0
TXN0002397,4781.43,travel,debit,Peshawar,18,5,1,2024-02-19 22:30:00,0
TXN0002398,15636.49,electronics,withdrawal,Multan,8,2,1,2024-02-19 23:00:00,0
TXN0002399,25141.93,restaurant,withdrawal,Islamabad,16,5,0,2024-02-19 23:30:00,0
TXN0002400,5529.77,atm,debit,Multan,17,2,0,2024-02-20 00:00:00,0
TXN0002401,21451.47,grocery,debit,Islamabad,19,1,1,2024-02-20 00:30:00,0
TXN0002402,7003.74,grocery,debit,Karachi,16,2,1,2024-02-20 01:00:00,0
TXN0002403,6184.18,restaurant,transfer,Peshawar,14,1,0,2024-02-20 01:30:00,0
TXN0002404,4848.17,grocery,credit,Lahore,20,1,1,2024-02-20 02:00:00,0
TXN0002405,1878.57,online,credit,Quetta,19,1,1,2024-02-20 02:30:00,0
TXN0002406,29.81,grocery,credit,Lahore,15,2,1,2024-02-20 03:00:00,0
TXN0002407,2211.37,grocery,transfer,Lahore,8,6,0,2024-02-20 03:30:00,0
TXN0002408,290747.78,grocery,debit,Quetta,23,1,1,2024-02-20 04:00:00,1
TXN0002409,3823.77,electronics,debit,Peshawar,21,6,1,2024-02-20 04:30:00,0
TXN0002410,4760.69,grocery,debit,Multan,9,2,1,2024-02-20 05:00:00,0
TXN0002411,31559.77,online,credit,Karachi,20,4,1,2024-02-20 05:30:00,0
TXN0002412,3449.62,online,withdrawal,Lahore,8,1,1,2024-02-20 06:00:00,0
TXN0002413,4814.51,electronics,debit,Multan,10,2,0,2024-02-20 06:30:00,0
TXN0002414,1146.49,atm,debit,Lahore,14,2,1,2024-02-20 07:00:00,0
TXN0002415,339715.78,travel,withdrawal,Peshawar,3,6,1,2024-02-20 07:30:00,1
TXN0002416,11947.81,travel,debit,Peshawar,18,2,1,2024-02-20 08:00:00,0
TXN0002417,6764.48,travel,debit,Islamabad,9,0,1,2024-02-20 08:30:00,0
TXN0002418,11440.46,travel,transfer,Peshawar,9,6,0,2024-02-20 09:00:00,0
TXN0002419,1298.86,healthcare,transfer,Peshawar,11,6,0,2024-02-20 09:30:00,0
TXN0002420,6785.86,online,credit,Lahore,19,0,0,2024-02-20 10:00:00,0
TXN0002421,2340.4,electronics,transfer,Karachi,10,1,1,2024-02-20 10:30:00,0
TXN0002422,2070.81,atm,transfer,Lahore,10,5,1,2024-02-20 11:00:00,0
TXN0002423,92.74,electronics,debit,Multan,17,4,0,2024-02-20 11:30:00,0
TXN0002424,1117.23,grocery,transfer,Peshawar,12,5,0,2024-02-20 12:00:00,0
TXN0002425,2960.03,travel,credit,Islamabad,10,1,0,2024-02-20 12:30:00,0
TXN0002426,994.34,atm,withdrawal,Karachi,18,3,0,2024-02-20 13:00:00,0
TXN0002427,34069.1,electronics,withdrawal,Islamabad,14,3,0,2024-02-20 13:30:00,0
TXN0002428,2952.67,restaurant,debit,Quetta,12,4,0,2024-02-20 14:00:00,0
TXN0002429,1117.08,electronics,credit,Islamabad,11,6,1,2024-02-20 14:30:00,0
TXN0002430,1775.98,electronics,debit,Islamabad,19,4,1,2024-02-20 15:00:00,0
TXN0002431,7088.09,healthcare,debit,Multan,10,4,0,2024-02-20 15:30:00,0
TXN0002432,557654.21,travel,credit,Peshawar,23,0,1,2024-02-20 16:00:00,1
TXN0002433,15869.22,atm,transfer,Multan,11,0,1,2024-02-20 16:30:00,0
TXN0002434,497106.99,atm,credit,Peshawar,3,3,0,2024-02-20 17:00:00,1
TXN0002435,2266.84,restaurant,credit,Multan,19,4,0,2024-02-20 17:30:00,0
TXN0002436,4784.08,grocery,transfer,Peshawar,9,2,1,2024-02-20 18:00:00,0
TXN0002437,179.06,electronics,transfer,Peshawar,8,5,1,2024-02-20 18:30:00,0
TXN0002438,8189.01,atm,transfer,Peshawar,10,3,1,2024-02-20 19:00:00,0
TXN0002439,4274.47,online,debit,Islamabad,18,4,0,2024-02-20 19:30:00,0
TXN0002440,2518.33,online,transfer,Quetta,9,2,1,2024-02-20 20:00:00,0
TXN0002441,1853.81,grocery,withdrawal,Peshawar,8,4,0,2024-02-20 20:30:00,0
TXN0002442,8491.07,electronics,debit,Quetta,8,6,0,2024-02-20 21:00:00,0
TXN0002443,4305.81,online,credit,Quetta,9,1,1,2024-02-20 21:30:00,0
TXN0002444,1584.28,electronics,withdrawal,Lahore,20,2,0,2024-02-20 22:00:00,0
TXN0002445,9346.51,grocery,credit,Lahore,20,6,0,2024-02-20 22:30:00,0
TXN0002446,6660.6,grocery,credit,Karachi,16,5,0,2024-02-20 23:00:00,0
TXN0002447,15653.38,grocery,debit,Multan,20,1,1,2024-02-20 23:30:00,0
TXN0002448,999.75,atm,credit,Lahore,20,6,1,2024-02-21 00:00:00,0
TXN0002449,12321.78,atm,credit,Peshawar,12,0,1,2024-02-21 00:30:00,0
TXN0002450,8955.01,grocery,debit,Quetta,16,3,0,2024-02-21 01:00:00,0
TXN0002451,229063.83,grocery,credit,Multan,1,4,1,2024-02-21 01:30:00,1
TXN0002452,9494.85,online,debit,Karachi,20,3,0,2024-02-21 02:00:00,0
TXN0002453,4660.68,electronics,transfer,Lahore,18,5,1,2024-02-21 02:30:00,0
TXN0002454,23201.16,atm,withdrawal,Islamabad,13,4,0,2024-02-21 03:00:00,0
TXN0002455,1221.59,atm,credit,Multan,8,1,1,2024-02-21 03:30:00,0
TXN0002456,8236.42,restaurant,credit,Karachi,17,2,1,2024-02-21 04:00:00,0
TXN0002457,3849.88,online,credit,Peshawar,12,2,0,2024-02-21 04:30:00,0
TXN0002458,25138.04,electronics,debit,Multan,19,4,0,2024-02-21 05:00:00,0
TXN0002459,3203.52,online,withdrawal,Quetta,8,1,1,2024-02-21 05:30:00,0
TXN0002460,650103.19,grocery,debit,Peshawar,2,4,1,2024-02-21 06:00:00,1
TXN0002461,18540.44,grocery,debit,Peshawar,17,4,0,2024-02-21 06:30:00,0
TXN0002462,2521.89,grocery,credit,Multan,21,6,1,2024-02-21 07:00:00,0
TXN0002463,13018.44,travel,transfer,Islamabad,18,4,0,2024-02-21 07:30:00,0
TXN0002464,43416.85,grocery,debit,Islamabad,15,2,0,2024-02-21 08:00:00,0
TXN0002465,2329.91,grocery,debit,Multan,15,5,0,2024-02-21 08:30:00,0
TXN0002466,4592.64,online,transfer,Multan,14,4,0,2024-02-21 09:00:00,0
TXN0002467,5874.77,healthcare,debit,Multan,9,2,0,2024-02-21 09:30:00,0
TXN0002468,2795.68,grocery,debit,Quetta,12,0,0,2024-02-21 10:00:00,0
TXN0002469,123.06,online,debit,Lahore,11,1,0,2024-02-21 10:30:00,0
TXN0002470,1989.02,grocery,debit,Peshawar,12,0,0,2024-02-21 11:00:00,0
TXN0002471,284625.65,restaurant,credit,Multan,1,4,0,2024-02-21 11:30:00,1
TXN0002472,4690.14,electronics,transfer,Lahore,16,2,0,2024-02-21 12:00:00,0
TXN0002473,1501.27,restaurant,transfer,Quetta,11,1,0,2024-02-21 12:30:00,0
TXN0002474,16524.58,electronics,debit,Peshawar,19,3,0,2024-02-21 13:00:00,0
TXN0002475,9763.83,atm,debit,Lahore,15,1,0,2024-02-21 13:30:00,0
TXN0002476,712.4,grocery,debit,Peshawar,15,1,0,2024-02-21 14:00:00,0
TXN0002477,8400.69,electronics,debit,Islamabad,9,4,0,2024-02-21 14:30:00,0
TXN0002478,8482.59,grocery,debit,Multan,21,6,0,2024-02-21 15:00:00,0
TXN0002479,25028.84,electronics,debit,Islamabad,13,0,1,2024-02-21 15:30:00,0
TXN0002480,24.2,atm,debit,Karachi,12,0,1,2024-02-21 16:00:00,0
TXN0002481,2279.43,online,credit,Quetta,9,3,0,2024-02-21 16:30:00,0
TXN0002482,21025.58,travel,debit,Multan,19,4,1,2024-02-21 17:00:00,0
TXN0002483,21521.75,healthcare,debit,Lahore,17,1,1,2024-02-21 17:30:00,0
TXN0002484,10200.5,travel,debit,Peshawar,11,6,1,2024-02-21 18:00:00,0
TXN0002485,790526.35,healthcare,debit,Karachi,1,5,0,2024-02-21 18:30:00,1
TXN0002486,767.53,grocery,transfer,Quetta,20,0,0,2024-02-21 19:00:00,0
TXN0002487,5770.33,restaurant,debit,Quetta,8,0,0,2024-02-21 19:30:00,0
TXN0002488,2107.38,grocery,debit,Quetta,16,2,1,2024-02-21 20:00:00,0
TXN0002489,1599.5,online,debit,Lahore,17,1,1,2024-02-21 20:30:00,0
TXN0002490,13298.63,travel,debit,Multan,19,4,0,2024-02-21 21:00:00,0
TXN0002491,1160.56,online,transfer,Islamabad,8,0,1,2024-02-21 21:30:00,0
TXN0002492,5058.7,online,withdrawal,Karachi,19,6,1,2024-02-21 22:00:00,0
TXN0002493,22319.93,electronics,debit,Lahore,12,4,0,2024-02-21 22:30:00,0
TXN0002494,1644.71,healthcare,transfer,Peshawar,14,1,1,2024-02-21 23:00:00,0
TXN0002495,30531.31,healthcare,debit,Lahore,15,1,1,2024-02-21 23:30:00,0
TXN0002496,41321.47,healthcare,debit,Peshawar,9,0,0,2024-02-22 00:00:00,0
TXN0002497,6488.55,healthcare,debit,Peshawar,11,3,1,2024-02-22 00:30:00,0
TXN0002498,476978.74,atm,transfer,Quetta,3,4,0,2024-02-22 01:00:00,1
TXN0002499,3039.61,healthcare,debit,Lahore,11,4,0,2024-02-22 01:30:00,0
TXN0002500,4420.03,restaurant,withdrawal,Islamabad,13,2,0,2024-02-22 02:00:00,0
TXN0002501,2960.68,travel,credit,Peshawar,13,6,0,2024-02-22 02:30:00,0
TXN0002502,2635.1,atm,debit,Quetta,19,1,0,2024-02-22 03:00:00,0
TXN0002503,28670.31,restaurant,transfer,Islamabad,20,1,0,2024-02-22 03:30:00,0
TXN0002504,1331.88,atm,withdrawal,Lahore,9,0,0,2024-02-22 04:00:00,0
TXN0002505,10573.88,travel,transfer,Islamabad,18,0,1,2024-02-22 04:30:00,0
TXN0002506,3.28,grocery,transfer,Lahore,11,0,0,2024-02-22 05:00:00,0
TXN0002507,7254.34,atm,debit,Peshawar,11,2,1,2024-02-22 05:30:00,0
TXN0002508,19810.08,healthcare,debit,Karachi,21,6,1,2024-02-22 06:00:00,0
TXN0002509,2716.68,electronics,debit,Karachi,8,3,0,2024-02-22 06:30:00,0
TXN0002510,1641.7,grocery,credit,Multan,21,0,1,2024-02-22 07:00:00,0
TXN0002511,8437.06,electronics,withdrawal,Multan,9,0,0,2024-02-22 07:30:00,0
TXN0002512,9975.08,online,transfer,Peshawar,21,5,0,2024-02-22 08:00:00,0
TXN0002513,9318.8,electronics,transfer,Islamabad,10,6,0,2024-02-22 08:30:00,0
TXN0002514,3077.27,online,debit,Lahore,20,0,0,2024-02-22 09:00:00,0
TXN0002515,2324.98,healthcare,transfer,Karachi,18,2,0,2024-02-22 09:30:00,0
TXN0002516,24973.78,online,transfer,Lahore,12,4,0,2024-02-22 10:00:00,0
TXN0002517,20542.78,electronics,credit,Peshawar,18,3,1,2024-02-22 10:30:00,0
TXN0002518,4889.83,restaurant,credit,Islamabad,15,4,1,2024-02-22 11:00:00,0
TXN0002519,14976.5,online,transfer,Lahore,13,5,1,2024-02-22 11:30:00,0
TXN0002520,4816.56,grocery,credit,Islamabad,10,1,1,2024-02-22 12:00:00,0
TXN0002521,4418.59,travel,withdrawal,Karachi,13,1,1,2024-02-22 12:30:00,0
TXN0002522,1364.06,online,credit,Lahore,14,0,0,2024-02-22 13:00:00,0
TXN0002523,4446.67,atm,debit,Quetta,13,5,1,2024-02-22 13:30:00,0
TXN0002524,6167.43,restaurant,credit,Karachi,17,4,0,2024-02-22 14:00:00,0
TXN0002525,182.09,electronics,debit,Islamabad,13,2,0,2024-02-22 14:30:00,0
TXN0002526,4697.52,grocery,credit,Peshawar,8,3,0,2024-02-22 15:00:00,0
TXN0002527,12162.49,grocery,debit,Quetta,10,6,0,2024-02-22 15:30:00,0
TXN0002528,9116.63,atm,withdrawal,Multan,14,4,0,2024-02-22 16:00:00,0
TXN0002529,269491.32,atm,transfer,Lahore,1,5,0,2024-02-22 16:30:00,1
TXN0002530,19224.14,travel,debit,Multan,19,5,0,2024-02-22 17:00:00,0
TXN0002531,145.57,electronics,debit,Karachi,11,6,1,2024-02-22 17:30:00,0
TXN0002532,6514.34,healthcare,credit,Lahore,14,4,0,2024-02-22 18:00:00,0
TXN0002533,12384.82,restaurant,transfer,Lahore,16,3,0,2024-02-22 18:30:00,0
TXN0002534,6235.49,grocery,debit,Quetta,21,4,1,2024-02-22 19:00:00,0
TXN0002535,3131.26,atm,debit,Quetta,18,4,1,2024-02-22 19:30:00,0
TXN0002536,1171.78,online,credit,Quetta,20,3,0,2024-02-22 20:00:00,0
TXN0002537,17482.9,grocery,transfer,Quetta,20,2,1,2024-02-22 20:30:00,0
TXN0002538,5090.54,electronics,debit,Peshawar,9,6,0,2024-02-22 21:00:00,0
TXN0002539,16837.43,grocery,transfer,Islamabad,16,5,0,2024-02-22 21:30:00,0
TXN0002540,7052.26,electronics,withdrawal,Quetta,10,3,0,2024-02-22 22:00:00,0
TXN0002541,8971.58,online,debit,Karachi,13,0,0,2024-02-22 22:30:00,0
TXN0002542,13047.79,electronics,credit,Lahore,11,0,1,2024-02-22 23:00:00,0
TXN0002543,8610.63,electronics,debit,Multan,8,0,1,2024-02-22 23:30:00,0
TXN0002544,4060.71,online,debit,Quetta,16,0,1,2024-02-23 00:00:00,0
TXN0002545,5766.34,grocery,debit,Karachi,18,6,0,2024-02-23 00:30:00,0
TXN0002546,12998.26,atm,credit,Peshawar,13,1,0,2024-02-23 01:00:00,0
TXN0002547,3742.77,travel,transfer,Karachi,15,2,1,2024-02-23 01:30:00,0
TXN0002548,3929.77,travel,credit,Multan,9,1,1,2024-02-23 02:00:00,0
TXN0002549,804.67,healthcare,debit,Multan,14,4,0,2024-02-23 02:30:00,0
TXN0002550,19681.82,electronics,debit,Karachi,13,4,1,2024-02-23 03:00:00,0
TXN0002551,763.6,online,credit,Peshawar,9,3,1,2024-02-23 03:30:00,0
TXN0002552,8357.75,electronics,debit,Multan,9,0,0,2024-02-23 04:00:00,0
TXN0002553,4264.49,restaurant,debit,Peshawar,11,3,1,2024-02-23 04:30:00,0
TXN0002554,4161.88,atm,credit,Lahore,11,4,0,2024-02-23 05:00:00,0
TXN0002555,9104.28,grocery,withdrawal,Quetta,10,0,1,2024-02-23 05:30:00,0
TXN0002556,555.6,online,debit,Multan,15,6,1,2024-02-23 06:00:00,0
TXN0002557,7205.42,grocery,transfer,Karachi,21,5,0,2024-02-23 06:30:00,0
TXN0002558,11828.39,healthcare,debit,Islamabad,14,2,0,2024-02-23 07:00:00,0
TXN0002559,14091.99,electronics,credit,Islamabad,9,4,0,2024-02-23 07:30:00,0
TXN0002560,1495.75,atm,credit,Lahore,10,5,0,2024-02-23 08:00:00,0
TXN0002561,18216.82,electronics,transfer,Islamabad,17,3,0,2024-02-23 08:30:00,0
TXN0002562,8540.31,online,credit,Lahore,16,5,0,2024-02-23 09:00:00,0
TXN0002563,17086.73,healthcare,debit,Quetta,20,3,1,2024-02-23 09:30:00,0
TXN0002564,5313.07,restaurant,debit,Lahore,12,4,1,2024-02-23 10:00:00,0
TXN0002565,6247.67,grocery,debit,Peshawar,9,1,0,2024-02-23 10:30:00,0
TXN0002566,20110.23,online,credit,Peshawar,10,6,0,2024-02-23 11:00:00,0
TXN0002567,18413.45,electronics,transfer,Peshawar,15,6,0,2024-02-23 11:30:00,0
TXN0002568,4755.99,travel,credit,Multan,11,2,1,2024-02-23 12:00:00,0
TXN0002569,2566.19,electronics,transfer,Peshawar,21,6,1,2024-02-23 12:30:00,0
TXN0002570,3996.06,electronics,debit,Peshawar,9,5,1,2024-02-23 13:00:00,0
TXN0002571,3925.1,online,credit,Peshawar,9,6,1,2024-02-23 13:30:00,0
TXN0002572,2704.7,grocery,debit,Peshawar,13,5,0,2024-02-23 14:00:00,0
TXN0002573,2502.14,online,debit,Multan,15,4,1,2024-02-23 14:30:00,0
TXN0002574,15789.87,electronics,credit,Peshawar,14,6,1,2024-02-23 15:00:00,0
TXN0002575,579.38,electronics,transfer,Peshawar,11,4,1,2024-02-23 15:30:00,0
TXN0002576,537640.37,atm,debit,Quetta,1,6,0,2024-02-23 16:00:00,1
TXN0002577,1517.86,grocery,transfer,Multan,16,3,1,2024-02-23 16:30:00,0
TXN0002578,3378.93,electronics,transfer,Peshawar,11,0,0,2024-02-23 17:00:00,0
TXN0002579,508.15,travel,debit,Lahore,16,0,1,2024-02-23 17:30:00,0
TXN0002580,2517.4,travel,transfer,Quetta,12,0,1,2024-02-23 18:00:00,0
TXN0002581,11702.68,online,debit,Multan,21,3,1,2024-02-23 18:30:00,0
TXN0002582,17303.65,electronics,debit,Islamabad,19,0,0,2024-02-23 19:00:00,0
TXN0002583,2003.37,grocery,debit,Karachi,19,4,1,2024-02-23 19:30:00,0
TXN0002584,4982.22,restaurant,debit,Multan,18,1,1,2024-02-23 20:00:00,0
TXN0002585,5083.92,healthcare,transfer,Quetta,18,1,0,2024-02-23 20:30:00,0
TXN0002586,16544.87,grocery,transfer,Peshawar,21,6,1,2024-02-23 21:00:00,0
TXN0002587,11510.78,online,debit,Quetta,14,1,1,2024-02-23 21:30:00,0
TXN0002588,5757.2,electronics,debit,Karachi,19,0,1,2024-02-23 22:00:00,0
TXN0002589,8887.44,electronics,debit,Karachi,12,1,1,2024-02-23 22:30:00,0
TXN0002590,15037.13,electronics,transfer,Multan,9,5,1,2024-02-23 23:00:00,0
TXN0002591,76.68,online,debit,Peshawar,13,0,0,2024-02-23 23:30:00,0
TXN0002592,4125.23,grocery,credit,Peshawar,14,5,1,2024-02-24 00:00:00,0
TXN0002593,19022.19,restaurant,transfer,Lahore,21,4,1,2024-02-24 00:30:00,0
TXN0002594,10786.23,travel,credit,Karachi,18,5,0,2024-02-24 01:00:00,0
TXN0002595,6261.8,electronics,withdrawal,Peshawar,20,4,0,2024-02-24 01:30:00,0
TXN0002596,6034.13,atm,debit,Karachi,13,3,1,2024-02-24 02:00:00,0
TXN0002597,3418.87,grocery,withdrawal,Lahore,20,3,1,2024-02-24 02:30:00,0
TXN0002598,5880.43,travel,debit,Islamabad,21,6,1,2024-02-24 03:00:00,0
TXN0002599,8522.58,electronics,debit,Karachi,10,5,0,2024-02-24 03:30:00,0
TXN0002600,4335.27,electronics,transfer,Lahore,17,2,1,2024-02-24 04:00:00,0
TXN0002601,10018.39,electronics,transfer,Lahore,15,4,0,2024-02-24 04:30:00,0
TXN0002602,15799.63,grocery,transfer,Lahore,10,0,0,2024-02-24 05:00:00,0
TXN0002603,1344.37,grocery,debit,Quetta,21,2,0,2024-02-24 05:30:00,0
TXN0002604,4805.23,grocery,withdrawal,Multan,12,4,1,2024-02-24 06:00:00,0
TXN0002605,4194.26,healthcare,debit,Peshawar,16,0,1,2024-02-24 06:30:00,0
TXN0002606,9304.31,grocery,debit,Karachi,18,4,1,2024-02-24 07:00:00,0
TXN0002607,2300.04,grocery,debit,Multan,12,4,0,2024-02-24 07:30:00,0
TXN0002608,8178.79,healthcare,transfer,Quetta,14,0,1,2024-02-24 08:00:00,0
TXN0002609,16796.45,online,transfer,Karachi,18,4,1,2024-02-24 08:30:00,0
