customer_number,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography,Gender,Exited
C001148,460,24,4,390892.18,3,1,1,472632.34,Islamabad,Female,0
C001149,808,67,10,302957.66,4,1,0,588818.73,Lahore,Male,0
C001150,767,69,7,35453.73,1,0,0,118143.44,Karachi,Female,0
C001151,367,59,1,214791.21,1,0,0,437275.69,Lahore,Male,0
C001152,640,43,2,131015.05,4,1,0,273683.82,Karachi,Male,0
C001153,623,61,5,243358.51,3,1,1,552192.49,Karachi,Female,0
C001154,587,54,10,202162.58,3,0,0,268385.3,Karachi,Male,0
C001155,547,53,6,413266.56,2,0,1,289737.81,Karachi,Male,0
C001156,511,68,9,123523.78,4,0,1,111006.09,Karachi,Male,0
C001157,766,38,7,100650.53,2,1,1,219724.6,Karachi,Male,0
C001158,733,39,2,479043.15,3,0,0,264470.66,Islamabad,Male,0
C001159,549,24,6,474758.31,1,1,0,49804.9,Karachi,Female,0
C001160,583,27,7,496732.48,3,0,1,285041.7,Karachi,Male,0
C001161,732,70,9,284190.29,1,0,1,228338.39,Peshawar,Female,0
C001162,689,34,5,56571.98,2,1,1,490150.25,Lahore,Female,0
C001163,847,52,3,440083.87,3,0,0,99983.06,Karachi,Female,0
C001164,817,38,5,72557.49,1,1,0,465718.23,Karachi,Female,1
C001165,392,42,8,77797.16,2,0,1,439846.46,Lahore,Female,0
C001166,431,37,2,96698.78,3,0,0,175398.1,Lahore,Male,0
C001167,376,38,1,326709.42,4,0,0,86632.13,Karachi,Male,0
C001168,653,53,4,53599.53,3,0,0,511426.73,Karachi,Female,0
C001169,418,22,6,389140.81,2,0,1,179680.82,Peshawar,Female,0
C001170,548,69,2,29125.8,3,1,0,121513.67,Lahore,Female,0
C001171,755,59,4,55223.28,2,1,0,241060.5,Lahore,Male,0
C001172,767,29,3,217243.57,1,1,1,264494.38,Karachi,Male,0
C001173,776,22,10,189585.75,3,0,1,222609.27,Karachi,Male,0
C001174,810,23,6,494854.13,2,0,0,586829.42,Lahore,Female,1
C001175,721,68,1,483431.98,2,0,1,533259.57,Peshawar,Female,0
C001176,829,58,10,94840.9,4,0,1,528866.28,Karachi,Male,0
C001177,565,45,6,473332.77,1,1,0,263309.85,Quetta,Female,0
C001178,473,48,1,346130.95,4,1,1,579207.0,Karachi,Male,1
C001179,365,41,2,204421.58,4,0,1,423048.57,Lahore,Female,0
C001180,475,68,4,369815.47,3,1,0,505917.01,Karachi,Male,0
C001181,363,42,6,450070.48,2,0,0,320490.07,Lahore,Female,0
C001182,388,63,5,90070.78,2,0,0,129945.68,Lahore,Male,0
C001183,548,58,6,97992.13,2,0,1,536655.88,Islamabad,Male,0
C001184,457,56,10,204360.38,3,1,0,312398.97,Lahore,Male,1
C001185,617,59,5,84605.89,3,0,1,582390.75,Lahore,Female,0
C001186,817,36,0,180198.74,1,1,0,182722.17,Islamabad,Female,0
C001187,702,71,4,322845.76,4,1,0,595732.24,Karachi,Male,0
C001188,660,67,0,406409.06,1,0,1,164557.82,Lahore,Female,0
C001189,739,63,6,150967.47,1,1,1,246173.38,Karachi,Female,0
C001190,389,51,3,140865.34,3,0,0,372649.25,Lahore,Female,0
C001191,696,25,4,389871.48,2,1,1,428260.91,Islamabad,Male,0
C001192,618,64,0,190513.11,3,0,0,443358.01,Karachi,Male,1
C001193,418,60,7,409237.68,3,0,1,306701.35,Peshawar,Male,0
C001194,501,36,3,496690.16,3,0,0,83023.1,Peshawar,Male,0
C001195,807,44,2,489834.34,1,0,0,317786.96,Lahore,Female,0
C001196,536,62,0,331343.48,2,0,1,227425.25,Karachi,Male,0
C001197,779,36,3,187606.61,3,1,0,408287.14,Islamabad,Male,0
C001198,701,47,2,32744.93,1,0,0,142074.33,Peshawar,Male,0
C001199,806,33,7,369020.32,3,0,1,260590.9,Karachi,Male,0
C001200,590,39,8,488983.62,4,1,1,581026.73,Peshawar,Female,0
C001201,576,27,4,33992.23,2,0,0,89765.74,Peshawar,Female,0
C001202,777,39,8,3083.86,1,0,1,377307.13,Lahore,Male,0
C001203,553,71,0,415888.1,4,1,0,90763.01,Islamabad,Female,0
C001204,616,45,6,51129.48,3,0,0,127917.57,Lahore,Male,0
C001205,467,59,10,40811.49,4,1,1,378763.26,Lahore,Female,0
C001206,666,49,6,455168.03,4,1,0,288637.49,Karachi,Male,0
C001207,641,36,5,39780.41,1,1,0,347159.44,Karachi,Male,0
C001208,805,40,3,57008.83,2,0,0,532728.42,Islamabad,Female,0
C001209,743,26,10,284786.84,2,1,0,497654.54,Karachi,Female,0
C001210,811,25,8,378407.09,1,0,0,537269.61,Lahore,Male,0
C001211,571,38,2,199786.13,3,1,1,385102.76,Peshawar,Female,0
C001212,734,31,10,210294.58,4,1,1,314200.18,Karachi,Female,0
C001213,412,33,10,316312.99,2,1,0,297150.65,Karachi,Male,0
C001214,745,26,0,252712.65,2,0,1,454292.79,Lahore,Male,0
C001215,354,28,1,9314.15,4,1,1,331927.93,Karachi,Male,0
C001216,683,65,2,56791.59,3,0,1,99230.53,Islamabad,Female,0
C001217,641,44,1,290800.01,4,1,1,119485.85,Lahore,Female,0
C001218,494,23,5,396831.25,1,1,0,239966.35,Lahore,Male,0
C001219,791,51,6,381551.57,1,0,1,77981.09,Karachi,Female,0
C001220,499,70,4,370028.28,3,1,1,173969.48,Karachi,Female,0
C001221,508,66,4,385636.31,2,1,1,407584.48,Karachi,Male,0
C001222,759,58,6,22221.74,2,0,1,46960.97,Karachi,Male,0
C001223,618,26,5,447550.78,3,0,1,378292.0,Lahore,Male,0
C001224,796,41,7,444641.55,3,1,1,472519.88,Lahore,Female,0
C001225,800,47,8,265961.99,1,1,0,135286.1,Karachi,Female,1
C001226,840,65,1,124297.17,1,1,1,141342.4,Karachi,Male,1
C001227,668,65,1,296089.24,3,0,1,56159.57,Lahore,Male,0
C001228,360,60,0,278942.96,2,0,1,326972.02,Islamabad,Female,0
C001229,418,27,6,111478.6,4,1,1,406569.03,Lahore,Male,0
C001230,541,50,10,301565.09,4,0,0,295869.37,Karachi,Male,0
C001231,451,31,3,398647.06,4,0,0,258091.33,Peshawar,Male,0
C001232,801,37,8,403053.43,1,1,1,294471.18,Peshawar,Male,0
C001233,381,55,5,29848.91,3,0,1,477655.8,Karachi,Female,0
C001234,551,52,6,98581.66,2,0,1,58768.01,Lahore,Male,0
C001235,615,57,6,334111.68,1,0,1,478938.39,Lahore,Female,0
C001236,457,62,7,429915.97,3,0,0,413151.58,Peshawar,Male,0
C001237,403,26,3,260608.54,3,0,1,175198.87,Lahore,Male,0
C001238,788,54,2,353762.83,4,1,0,333854.25,Quetta,Male,0
C001239,687,64,2,10536.01,4,0,0,67602.78,Karachi,Female,0
C001240,539,40,9,304210.41,2,0,1,252569.66,Karachi,Male,0
C001241,588,53,7,480954.57,2,0,1,137463.79,Islamabad,Male,0
C001242,788,44,2,330507.3,4,0,0,52488.22,Islamabad,Female,0
C001243,692,24,7,461137.86,4,1,1,239970.12,Islamabad,Male,0
C001244,687,22,1,283004.73,3,1,0,446622.95,Peshawar,Male,0
C001245,640,57,4,421689.37,2,0,1,555772.25,Islamabad,Male,0
C001246,672,62,4,62081.2,3,1,1,410867.57,Lahore,Female,0
C001247,670,49,6,61756.63,2,0,1,265103.27,Lahore,Female,0
C001248,622,69,4,60089.66,2,1,1,599717.82,Lahore,Male,0
C001249,391,60,8,244424.78,1,0,0,198448.36,Lahore,Female,1
C001250,792,26,2,165131.78,4,0,1,144793.6,Lahore,Male,0
C001251,547,34,8,359592.93,1,1,1,299662.07,Lahore,Female,0
C001252,726,32,0,451310.96,2,0,1,322750.39,Karachi,Male,0
C001253,470,67,2,309687.41,3,1,0,238701.09,Karachi,Male,0
C001254,744,43,3,106605.28,2,0,1,429479.48,Peshawar,Female,0
C001255,683,70,5,465438.43,1,1,0,142964.07,Karachi,Male,1
C001256,846,44,9,263928.67,4,1,0,325790.27,Karachi,Male,0
C001257,633,33,7,359972.78,3,1,1,320071.1,Lahore,Female,0
C001258,644,42,6,445252.93,2,1,0,501320.4,Karachi,Female,0
C001259,531,40,7,494915.97,2,0,1,559102.19,Lahore,Male,0
C001260,449,26,5,253031.97,4,0,1,411428.89,Karachi,Female,0
C001261,360,45,5,404031.36,2,1,1,211008.09,Karachi,Female,0
C001262,720,51,5,283433.53,2,0,0,426182.17,Islamabad,Male,0
C001263,582,29,2,243226.97,4,0,0,180767.83,Islamabad,Female,0
C001264,791,23,9,268856.26,1,0,0,581264.86,Karachi,Female,0
C001265,466,70,3,242137.62,1,1,1,500522.79,Islamabad,Female,0
C001266,773,55,10,210514.06,1,1,1,281466.54,Lahore,Male,0
C001267,849,44,5,361860.35,1,0,0,479232.37,Islamabad,Male,0
C001268,737,24,6,124837.91,3,0,0,268847.16,Lahore,Male,0
C001269,413,45,2,308190.73,3,1,1,81781.69,Karachi,Male,0
C001270,525,39,3,356480.09,4,0,0,435790.57,Islamabad,Male,1
C001271,803,68,5,446045.42,4,0,1,266583.75,Lahore,Male,0
C001272,835,58,0,165938.57,4,0,1,560979.1,Karachi,Male,1
C001273,432,70,10,430299.55,3,1,0,211674.28,Lahore,Male,0
C001274,764,52,6,472645.59,2,1,1,512266.38,Islamabad,Male,0
C001275,351,35,10,324339.69,3,1,1,421045.19,Lahore,Male,0
C001276,648,22,0,385716.5,1,0,0,517861.79,Karachi,Male,0
C001277,566,35,10,202853.48,1,0,0,203453.85,Islamabad,Male,0
C001278,591,62,9,476067.71,2,0,0,298353.43,Peshawar,Male,0
C001279,646,26,10,335430.73,4,1,1,500952.25,Lahore,Female,0
C001280,409,52,10,155078.4,3,1,1,400538.54,Lahore,Female,0
C001281,717,52,8,202130.67,2,1,0,241556.26,Lahore,Female,0
C001282,552,51,9,308877.76,2,0,1,326717.55,Karachi,Female,0
C001283,779,57,8,117067.58,3,1,0,597814.93,Islamabad,Male,1
C001284,389,22,10,376957.2,2,0,1,455434.88,Islamabad,Male,0
C001285,664,24,8,112345.76,4,0,1,384132.69,Lahore,Male,0
C001286,394,41,3,295894.6,3,1,1,503630.37,Karachi,Male,0
C001287,647,64,1,348503.26,3,0,1,287536.99,Karachi,Male,0
C001288,468,69,6,429873.95,2,0,1,572035.84,Lahore,Female,0
C001289,841,64,3,366950.21,4,1,0,349131.89,Karachi,Male,0
C001290,754,42,4,399412.55,4,0,0,223048.4,Lahore,Female,0
C001291,480,51,0,456465.9,1,1,1,88171.19,Lahore,Female,1
C001292,799,63,10,298885.78,3,1,0,250389.32,Karachi,Female,0
C001293,744,65,9,423140.01,1,1,0,358437.49,Lahore,Male,0
C001294,629,51,5,115936.12,4,0,1,433818.96,Lahore,Male,0
C001295,399,26,6,407366.59,4,1,1,530065.35,Lahore,Male,1
C001296,437,31,2,110843.37,1,1,1,568618.07,Karachi,Male,0
C001297,370,45,9,467314.61,3,1,0,97374.15,Karachi,Female,0
C001298,758,66,1,164986.67,1,0,0,376506.79,Islamabad,Male,0
C001299,737,60,9,85919.0,4,0,0,413290.2,Islamabad,Male,0
C001300,581,69,6,74084.38,4,0,1,136355.74,Islamabad,Female,1
C001301,730,27,0,93636.11,2,1,1,345536.38,Karachi,Male,0
C001302,392,31,1,223770.15,2,1,1,227506.84,Karachi,Female,0
C001303,780,63,2,261074.7,1,1,1,83353.71,Lahore,Female,0
C001304,372,64,3,456892.92,2,0,1,76884.96,Peshawar,Male,1
C001305,793,31,4,190507.4,4,1,0,465159.27,Peshawar,Female,0
C001306,565,46,3,108741.15,3,1,0,384655.05,Islamabad,Female,0
C001307,626,35,9,371910.56,3,0,0,440468.14,Karachi,Male,0
C001308,543,68,2,67327.2,1,0,1,423755.77,Islamabad,Male,0
C001309,564,60,0,446141.69,2,1,1,115214.89,Peshawar,Male,0
C001310,528,34,6,204699.82,1,1,0,124876.54,Karachi,Female,0
C001311,492,32,9,306920.74,2,1,0,181390.89,Lahore,Female,0
C001312,663,60,5,93092.17,3,0,1,263496.33,Lahore,Male,0
C001313,375,32,1,72764.57,2,0,0,565938.69,Karachi,Male,1
C001314,567,67,1,399419.69,2,1,1,417379.72,Lahore,Female,1
C001315,825,70,2,214851.15,1,0,0,182896.28,Peshawar,Male,0
C001316,408,37,7,493371.41,3,0,0,71351.1,Peshawar,Female,1
C001317,695,54,7,262148.97,2,1,0,423165.4,Peshawar,Female,1
C001318,394,62,9,422826.46,3,1,0,390178.34,Lahore,Male,0
C001319,799,62,9,489981.84,2,0,1,418427.51,Lahore,Female,0
C001320,768,53,9,140575.08,3,0,1,186260.61,Islamabad,Male,0
C001321,573,31,9,400440.86,2,0,1,329499.4,Lahore,Female,0
C001322,699,36,10,11003.08,4,0,0,242553.57,Karachi,Male,0
C001323,605,37,7,339877.06,3,1,1,497911.41,Islamabad,Male,0
C001324,459,64,6,372600.55,4,0,0,78862.13,Karachi,Male,0
C001325,669,48,1,238681.86,4,1,1,194247.4,Karachi,Female,0
C001326,689,70,0,81052.61,4,0,0,377654.1,Karachi,Male,1
C001327,599,66,5,308360.27,2,1,1,154925.32,Peshawar,Male,0
C001328,426,53,10,448764.33,3,0,1,416719.52,Karachi,Male,0
C001329,632,27,7,465659.6,2,1,0,116592.6,Lahore,Male,0
C001330,436,68,0,373051.2,2,1,1,52774.88,Quetta,Female,0
C001331,599,69,2,131856.63,3,1,0,523556.94,Lahore,Male,0
C001332,557,57,0,435163.46,1,0,0,226728.86,Karachi,Female,0
C001333,508,29,9,444411.53,2,0,0,127835.43,Lahore,Female,1
C001334,361,46,8,183621.1,4,0,1,136717.05,Karachi,Female,0
C001335,574,28,6,91490.87,2,0,1,536101.42,Karachi,Female,0
C001336,707,38,7,437329.72,1,1,1,406481.59,Peshawar,Male,0
C001337,650,69,8,442548.66,4,0,1,575553.91,Karachi,Male,0
C001338,733,51,2,50453.04,2,1,1,488022.58,Islamabad,Female,0
C001339,381,23,9,483492.15,3,1,0,469823.9,Lahore,Female,0
C001340,403,38,10,266540.28,4,0,1,319899.57,Karachi,Male,0
C001341,799,25,1,496865.1,1,1,1,499650.74,Lahore,Female,0
C001342,591,47,5,222504.13,2,1,1,271085.42,Karachi,Female,0
C001343,718,35,4,266641.67,3,0,0,503120.28,Karachi,Female,0
C001344,464,29,3,133041.42,4,0,0,464335.12,Lahore,Female,1
C001345,820,26,5,449473.72,4,1,0,419925.63,Karachi,Female,1
C001346,637,26,5,221856.06,3,0,0,224641.06,Islamabad,Female,0
C001347,748,26,2,407307.03,1,1,1,393198.52,Karachi,Male,0
C001348,453,48,1,39867.14,4,0,0,323801.07,Lahore,Female,1
C001349,660,26,8,394123.31,1,0,1,298464.01,Islamabad,Male,0
C001350,646,24,7,245121.57,1,1,1,594537.95,Lahore,Male,0
C001351,476,59,3,2703.94,3,0,1,322462.78,Peshawar,Female,0
C001352,389,51,5,113131.47,4,0,0,57912.28,Lahore,Female,0
C001353,421,22,2,96865.11,2,0,1,390822.01,Quetta,Female,1
C001354,584,29,10,375882.29,3,1,0,447686.07,Karachi,Male,0
C001355,719,34,7,238601.09,3,1,0,535702.97,Peshawar,Male,0
C001356,782,41,2,79859.2,1,0,0,394303.45,Lahore,Male,1
C001357,819,27,1,128401.49,2,1,0,50895.99,Islamabad,Male,0
C001358,596,71,6,252038.4,3,1,0,107056.83,Peshawar,Female,0
C001359,643,71,2,9819.1,1,1,0,130294.43,Lahore,Male,0
C001360,596,69,8,212062.79,4,0,0,158306.36,Peshawar,Male,1
C001361,661,29,2,339030.7,1,0,1,487875.06,Lahore,Male,0
C001362,383,51,7,258877.29,2,0,0,213465.63,Lahore,Female,0
C001363,478,70,1,299049.77,2,1,1,214922.9,Lahore,Male,0
C001364,359,61,8,163309.06,1,1,0,463128.97,Karachi,Female,0
C001365,517,36,0,91537.86,4,0,1,270964.48,Lahore,Male,0
C001366,621,31,2,404870.65,2,0,1,76198.14,Quetta,Male,0
C001367,565,54,10,452817.44,2,0,1,367670.81,Islamabad,Female,0
C001368,779,30,1,255370.29,4,0,1,112837.9,Islamabad,Male,0
C001369,757,70,6,152520.61,3,1,0,360132.0,Lahore,Female,0
C001370,589,54,4,255602.41,2,0,1,476597.34,Karachi,Female,0
C001371,363,30,7,439492.76,1,1,0,560514.2,Karachi,Female,0
C001372,439,35,1,345703.17,4,0,0,77549.46,Karachi,Female,0
C001373,772,53,7,429308.04,2,0,0,210221.29,Karachi,Female,0
C001374,367,58,6,164189.71,3,1,1,405379.83,Islamabad,Female,0
C001375,689,27,10,355989.56,2,0,0,216653.68,Islamabad,Male,0
C001376,518,26,4,326524.49,3,0,1,292574.34,Karachi,Male,0
C001377,405,25,1,285808.23,2,1,0,51250.88,Karachi,Female,0
C001378,513,69,9,264112.43,2,1,1,428358.88,Karachi,Female,1
C001379,501,37,10,275488.94,1,0,0,534636.87,Karachi,Male,0
C001380,439,31,6,424835.54,4,1,1,587041.4,Lahore,Male,0
C001381,634,52,9,457997.25,4,1,1,505098.68,Karachi,Male,0
C001382,845,52,3,56430.23,1,0,0,57794.71,Karachi,Female,0
C001383,371,35,3,284385.79,4,0,0,405038.22,Peshawar,Male,1
C001384,616,34,7,459204.21,4,0,1,317569.18,Karachi,Female,0
C001385,646,25,5,67369.99,4,1,1,565221.48,Islamabad,Female,0
C001386,782,67,8,206429.69,2,1,1,545197.76,Lahore,Female,0
C001387,595,47,10,44540.09,2,0,1,593305.86,Karachi,Male,0
C001388,488,45,1,56738.2,3,0,1,522683.17,Islamabad,Female,1
C001389,401,30,4,452055.41,3,0,1,346259.59,Lahore,Female,0
C001390,416,56,5,223089.79,4,0,0,440344.29,Karachi,Male,0
C001391,434,63,7,344369.83,4,1,0,580219.25,Karachi,Male,0
C001392,599,36,3,69457.21,4,0,1,363745.37,Islamabad,Female,0
C001393,680,45,10,10973.74,1,1,0,510388.34,Lahore,Female,0
C001394,741,52,6,445241.98,2,1,1,567637.53,Lahore,Male,0
C001395,764,40,10,287272.82,4,0,0,359501.11,Karachi,Male,0
C001396,472,23,6,9993.88,4,1,1,129126.38,Karachi,Male,0
C001397,551,23,3,496169.74,2,1,1,127115.5,Islamabad,Female,0
C001398,355,62,0,246096.19,3,1,0,104577.62,Islamabad,Female,1
C001399,686,57,2,237938.25,4,0,0,306740.98,Lahore,Male,0
C001400,835,58,1,310457.09,4,0,0,308879.28,Karachi,Male,0
C001401,548,55,2,3952.27,4,0,1,385727.87,Peshawar,Female,0
C001402,573,60,4,284569.19,4,0,0,310408.78,Lahore,Female,0
C001403,362,40,10,314741.95,2,0,1,584910.81,Islamabad,Female,0
C001404,355,59,0,148476.78,2,0,0,203134.06,Karachi,Female,0
C001405,800,44,4,363426.2,2,1,0,529337.31,Lahore,Male,0
C001406,760,37,1,188715.91,3,1,0,96185.04,Peshawar,Female,0
C001407,470,67,3,358886.57,4,1,1,377073.9,Karachi,Male,1
C001408,394,65,5,71912.59,3,1,1,403062.12,Islamabad,Female,0
C001409,711,27,8,456848.91,3,1,0,472448.87,Islamabad,Female,1
C001410,375,47,9,439728.69,2,1,1,321692.44,Karachi,Female,0
C001411,353,43,5,75313.24,4,1,1,150446.72,Islamabad,Female,0
C001412,642,66,9,469226.97,4,1,0,246638.66,Karachi,Male,0
C001413,626,68,10,278890.14,3,0,0,192410.45,Islamabad,Male,0
C001414,848,45,1,350824.84,1,0,0,274699.09,Quetta,Male,1
C001415,633,67,7,420146.9,1,1,0,336782.25,Quetta,Female,0
C001416,559,61,4,41784.97,4,1,1,390039.36,Islamabad,Female,0
C001417,637,42,8,84642.18,4,0,0,513268.29,Lahore,Female,0
C001418,708,51,9,145195.46,3,0,1,549605.78,Islamabad,Female,0
C001419,530,32,8,238602.24,3,0,0,299045.52,Islamabad,Male,0
C001420,602,30,3,173027.25,2,1,0,89656.0,Karachi,Male,0
C001421,766,33,0,252923.19,3,1,0,486356.51,Karachi,Male,0
C001422,631,47,10,92958.51,3,0,0,307208.33,Lahore,Female,0
C001423,494,59,8,341077.07,1,1,0,346010.1,Karachi,Female,1
C001424,789,24,8,27867.44,1,1,0,373644.72,Peshawar,Male,0
C001425,465,54,7,180724.75,1,0,1,414005.94,Lahore,Female,0
C001426,698,36,4,89516.62,1,0,1,538456.48,Karachi,Male,0
C001427,817,68,4,364966.64,3,0,1,573201.87,Lahore,Male,0
C001428,379,26,9,441826.67,4,1,1,566494.82,Peshawar,Male,0
C001429,726,45,5,39393.1,1,0,1,493299.65,Peshawar,Male,0
C001430,591,32,0,392518.93,2,0,1,537975.66,Karachi,Female,0
C001431,354,54,8,447861.15,2,0,1,67806.67,Islamabad,Male,0
C001432,723,44,4,486985.11,3,1,0,515503.09,Lahore,Male,0
C001433,611,31,6,289693.13,2,1,1,80468.53,Lahore,Female,0
C001434,455,64,10,163695.94,1,1,0,457868.59,Islamabad,Female,0
C001435,473,49,7,160986.8,4,0,1,134843.63,Karachi,Female,0
C001436,795,60,4,189485.04,4,1,1,241661.85,Lahore,Male,0
C001437,848,38,2,306333.7,1,1,0,143142.86,Karachi,Male,0
C001438,743,65,5,245115.01,2,0,0,288338.52,Karachi,Male,0
C001439,675,47,6,326817.51,3,1,0,270578.57,Karachi,Male,1
C001440,487,46,3,19656.94,4,1,0,66915.19,Karachi,Female,0
C001441,455,57,8,52940.78,1,1,0,505078.85,Lahore,Male,1
C001442,562,33,10,488269.75,1,1,1,518344.44,Karachi,Male,0
C001443,649,24,3,497692.75,2,1,0,481004.06,Lahore,Female,0
C001444,405,71,10,373329.41,3,1,0,514659.7,Lahore,Female,0
C001445,481,50,9,128198.58,3,1,0,460492.26,Peshawar,Male,0
C001446,618,65,1,476690.87,2,1,1,564991.29,Lahore,Male,0
C001447,471,45,8,106851.4,1,0,0,362779.66,Quetta,Male,1
C001448,551,40,3,365715.66,2,0,0,366279.83,Karachi,Male,0
C001449,557,34,3,57629.16,2,0,0,521549.55,Islamabad,Male,0
C001450,624,37,9,324452.25,2,0,1,235672.71,Karachi,Female,0
C001451,803,61,0,379757.5,1,0,0,68046.12,Islamabad,Male,1
C001452,439,48,1,429820.07,4,0,1,459919.02,Lahore,Male,0
C001453,539,27,2,367153.07,1,0,1,182569.94,Lahore,Male,0
C001454,614,63,6,461742.68,4,1,0,305572.05,Karachi,Female,0
C001455,395,31,8,260461.63,4,1,1,174646.31,Karachi,Female,0
C001456,661,59,4,338714.3,2,1,1,503170.88,Islamabad,Female,0
C001457,679,29,3,184775.04,3,1,1,576644.06,Peshawar,Male,0
C001458,389,39,1,5194.72,2,1,1,70812.94,Karachi,Female,0
C001459,416,53,6,378346.48,1,0,1,170688.11,Peshawar,Male,0
C001460,462,38,5,434930.32,3,0,1,146154.79,Karachi,Male,0
C001461,688,63,6,86962.24,3,1,0,416993.97,Islamabad,Female,1
C001462,411,23,7,14320.38,1,1,1,280059.9,Quetta,Female,1
C001463,576,65,8,82250.92,1,1,1,295506.53,Karachi,Female,0
C001464,523,41,9,447644.65,2,0,0,127964.29,Lahore,Female,1
C001465,483,31,4,147755.19,1,0,1,272251.4,Karachi,Male,0
C001466,634,30,10,116852.06,4,1,0,209807.84,Lahore,Male,0
C001467,624,69,4,7294.91,4,0,0,382266.91,Islamabad,Male,0
C001468,463,60,3,148527.57,3,1,1,161653.41,Islamabad,Male,0
C001469,457,62,10,357819.54,2,1,1,384294.35,Quetta,Female,0
C001470,492,46,2,479544.64,2,0,1,251537.31,Karachi,Male,0
C001471,406,46,6,156370.62,3,1,0,233924.95,Lahore,Female,0
C001472,643,45,4,120342.66,1,0,1,211111.72,Lahore,Female,0
C001473,626,27,6,444034.51,2,1,0,417346.76,Peshawar,Male,1
C001474,841,51,1,426252.43,3,1,1,354954.31,Karachi,Male,0
C001475,400,31,8,164080.21,3,0,1,516964.15,Quetta,Male,0
C001476,772,60,8,34402.58,4,0,1,175301.7,Lahore,Female,0
C001477,820,52,8,495994.72,3,0,0,62466.96,Lahore,Female,0
C001478,625,39,4,340352.14,1,1,0,141933.15,Lahore,Male,0
C001479,583,64,9,463290.25,1,1,1,232279.56,Peshawar,Female,1
C001480,591,54,8,170937.24,1,1,0,140606.79,Lahore,Female,0
C001481,607,40,0,323842.71,1,1,1,86765.98,Islamabad,Female,1
C001482,586,44,1,337248.62,3,1,0,289389.54,Lahore,Male,1
C001483,381,26,9,436452.73,2,0,0,419082.85,Lahore,Male,1
C001484,716,47,4,496529.02,3,0,1,460879.63,Karachi,Male,0
C001485,697,50,4,54333.09,2,1,1,263287.3,Islamabad,Male,0
C001486,597,45,5,315558.42,2,0,0,307704.97,Karachi,Male,0
C001487,481,27,7,168219.97,2,0,0,463063.48,Islamabad,Male,0
C001488,612,60,0,405829.21,4,1,0,237516.38,Lahore,Female,0
C001489,608,25,9,377073.99,1,0,1,479469.08,Lahore,Male,0
C001490,630,69,8,446259.26,4,1,1,581730.6,Lahore,Female,0
C001491,717,63,3,171851.44,3,1,0,533069.15,Lahore,Female,0
C001492,599,47,7,92265.17,4,0,1,294013.39,Islamabad,Female,0
C001493,614,36,4,10900.84,2,0,0,364530.36,Islamabad,Male,0
C001494,564,34,0,127753.34,3,1,1,441198.78,Karachi,Male,0
C001495,564,61,8,183585.77,1,1,1,235608.25,Peshawar,Male,0
C001496,846,43,7,473033.49,2,1,0,487573.34,Lahore,Male,0
C001497,631,34,4,245686.32,1,0,1,284673.52,Peshawar,Female,0
C001498,837,60,10,278219.75,4,1,0,514231.27,Karachi,Male,0
C001499,669,38,3,440064.38,1,1,1,182650.98,Karachi,Male,0
C001500,367,57,7,442534.76,3,1,0,46371.71,Lahore,Male,1
C001501,821,60,8,263957.91,2,1,1,394305.5,Karachi,Male,0
C001502,696,69,6,56851.75,1,0,1,293057.91,Quetta,Female,0
C001503,842,46,3,135258.08,4,1,1,73500.95,Karachi,Female,1
C001504,351,55,6,228444.1,3,0,0,313062.92,Karachi,Female,0
C001505,350,42,5,375584.75,2,1,0,134399.11,Karachi,Male,0
C001506,653,46,10,355840.87,4,1,1,392659.53,Karachi,Female,0
C001507,813,46,2,321354.12,2,1,1,289225.52,Lahore,Female,0
C001508,796,43,9,440122.78,1,1,0,135829.86,Lahore,Female,0
C001509,712,44,2,401323.2,4,0,0,270685.81,Lahore,Male,0
C001510,565,46,0,491057.12,4,0,1,170316.93,Karachi,Male,0
C001511,513,35,4,444579.26,1,0,1,405734.2,Karachi,Male,0
C001512,540,35,7,97828.21,4,1,0,205280.29,Karachi,Female,0
C001513,424,47,5,28808.28,4,1,0,500329.72,Islamabad,Female,0
C001514,375,61,7,207255.47,4,0,0,47931.4,Islamabad,Male,0
C001515,611,51,6,308752.23,1,0,1,265914.07,Islamabad,Male,0
C001516,631,47,1,321551.75,1,0,1,385565.06,Quetta,Female,0
C001517,570,59,7,133756.38,2,1,0,52660.64,Peshawar,Female,0
C001518,392,43,3,429940.48,1,1,0,160871.47,Lahore,Female,0
C001519,471,60,10,164623.23,4,0,1,223355.18,Lahore,Female,0
C001520,478,60,4,459557.3,1,0,1,52232.95,Peshawar,Male,1
C001521,614,55,10,235800.7,4,0,1,346146.79,Lahore,Male,0
C001522,632,46,7,5195.33,4,1,1,393286.3,Karachi,Female,0
C001523,420,57,4,81020.66,4,1,0,167412.46,Lahore,Female,1
C001524,722,34,4,51159.63,1,1,1,344350.33,Quetta,Male,0
C001525,723,50,5,22012.9,4,1,1,599511.06,Islamabad,Male,0
C001526,608,63,6,357008.66,2,1,1,536674.8,Karachi,Female,0
C001527,794,30,8,96157.94,3,0,0,72850.07,Quetta,Male,0
C001528,550,36,10,419309.9,3,0,0,111614.18,Quetta,Female,0
C001529,479,52,6,132234.41,2,1,0,316865.86,Karachi,Female,0
C001530,729,65,5,16163.55,3,0,1,177312.62,Peshawar,Female,0
